,sentence1,sentence2,label
223,"Kom dus dadelik na New York, Mark. Asseblief, doen dit vir my.","Markus, as u 'n bietjie omgee vir my, kom na New York.",0.906
224,"Drusilla Jane ""DJ"" Jaco is 'n adjunk -sentinel van New Orleans.",DJ is in diens van die adjunk -sentinel van New Orleans.,0.906
225,Hy lei die Ranger -span wat ons stuur.,Hy lei die Rangers -span wat daarheen gaan.,0.906
226,"Soortgelyk aan hoe ek my CD -versameling alfabetiseer, moet sekere dinge op 'n spesifieke manier gedoen word.",Soos ek my CD -versameling alfabetiseer en sekere dinge net so moet wees.,0.906
227,"Die enigste ding wat u volgens sy voorkoms kan sien, is dat hy warm is dat u hom wil hê!","Die enigste ding wat u kan vertel deur na hom te kyk, is as hy warm is en u wil hê !!!!",0.906
228,@RealdonaldTrump Ek hoop en bid dat u die nominasie kry. Amerika het 'n man met 'n ruggraat nodig! En een wat nie gekoop kan word nie!,@RealdonaldTrump bly die kursus! Jy kan wen! Die VSA het u leierskap en bekwaamheid nodig!,0.906
229,"Hy sou wou hê dat jy dit moes hê, skat.","Hy wil hê jy moet dit hê, skat.",0.906
230,Maar die premier het aan die BBC gesê dat hy nie deur peilings gepla is nie en dat hy sou aanhou doen wat hy glo reg was.,"Hy het gesê dat hy nie deur peilings gepla is nie en dat hy sou aanhou doen wat hy glo reg was, in sowel buitelandse as binnelandse beleid.",0.906
231,Gee Palpela en haar vyf susters 'n telefoonoproep.,Roep Palmela en haar vyf susters op.,0.906
232,"As u haar gemaklik laat voel, sal sy van u hou.","So jy laat haar gemaklik voel, dan sal sy van jou hou.",0.906
233,Dan kan jy skakel waar jy wil.,Dan kan jy waar jy kan skakel waar jy wil.,0.906
234,Ek dink dit word na donker deur Tito en Tarantula genoem.,Ek dink dit is na donker - Tito & Tarantula.,0.906
235,"Wees jouself, wys hulle dat jy vir hulle sorg.",Wees jouself boetie en wys hulle dat jy van hulle hou en sorg vir hulle.,0.906
236,Al met al is dit 'n wonderlike boek.,"Ek het myself deur die hele boek geglimlag, en nie baie boeke kan dit vir my doen nie.",0.906
237,Die naam is oorspronklik gebruik met verwysing na Pesos ORO of Pesos Plata.,Die naam kom van die Spaanse woorde Pesos Oro of Pesos Plata.,0.906
238,Sê net vir hulle dat jy jammer is en gaan saam met die ander mense.,Sê net Srry en gaan met 'n paar ander ppl.,0.9
239,Nooi haar na u huis en kyk saam 'n pornografiese film.,Nooi haar oor en pop in 'n porno,0.9
240,Môreaand hou ons eintlik 'n partytjie as jy wil kom.,"Ernstig, ons hou môreaand 'n partytjie.",0.9
241,"Haai, ouens, um, daar is pizza daar as jy wil.","As jy wil, is daar pizza binne.",0.9
242,Dit is net nie waarin ek belangstel nie.,Dit is net nie my koppie tee nie,0.875
243,"Om lyne te haal, stel ek voor dat u na www.rapbattles.com gaan.",Gaan na www.rapbattles.com wat 'n goeie webwerf is om lyne te kry,0.875
244,"Rachel, aan die ander kant ... ek weet nie.",Aan die ander kant is ek nie so seker oor Rachel nie.,0.875
245,"Mense mag orale seks deelneem as deel van die voorspel voor seksuele omgang, of tydens of na omgang.","Soms word orale seks uitgevoer as 'n manier om gereed te wees vir omgang, maar dit kan as 'n alternatief vir omgang gedoen word.",0.875
246,Wie moet sê dit kan nie deur iemand anders gekoop word nie?,Wie weet dat iemand anders dit nie gekoop het nie?,0.875
247,"Sê net: ""Ek wil net nou! Hou jy van my as 'n vriend, of iets meer?",Sê net ek wil nou net! Hou jy van my as 'n vriend of iets meer?,0.875
248,Frank Gardiner 'n Australiese bushranger van die 19de eeu.,Frank Gardiner was 'n beroemde Australiese bushranger.,0.875
249,"Hy het 'n hartaanval gehad ... redelik gering, maar 'n hartaanval nietemin.","Dit was klein, maar dit was 'n hartaanval.",0.875
250,"Verskoon my, maar miskien verkeerd verstaan ​​u my.","Ek is jammer, maar ek dink nie jy het my verstaan ​​nie.",0.875
251,"Die duiwel gaan elke keer vir jou 'n nuwe leefstyl ruk, lol.",:) Die duiwel gaan elke keer vir jou 'n nuwe leefstyl ruk.,0.875
252,Dit is my twee sent op enige manier.,Maar dit is net my twee sent!,0.875
253,Is jou vriendin permanent?,Maar is jou vriendin daar om te bly?,0.875
254,Nie-minderwaardigheid aan Sevelamer Carbonate is in week 12 bepaal.,In week 12 is nie-minderwaardigheid teen sevelamer-koolstofaat gevind.,0.875
255,Daar is niks goeds daaraan om mense te sien sterf nie.,Daar is niks cool om mense te sien sterf nie.,0.875
256,Die bevolking was 641 by die 2000 -sensus.,In 2000 het 641 daar gewoon.,0.875
257,Dit klink nie vir my soos wat sy sou doen as sy my heeltemal verlaat het nie.,Ek dink nie dit is wat sy sou doen as sy my heeltemal wou verlaat nie.,0.875
258,Hoe moet ek erken word?,Hoe moet ek erken word?,0.875
259,Andrea is onafhanklik ryk as gevolg van 'n vet egskeidingsbeslegting.,Na die egskeidingsbeslegting is Andrea onafhanklik en ryk.,0.875
260,Maak ook seker dat u dit nie te swaar toepas nie. Dit is waar baie mense 'n fout maak - deur te veel gis by te voeg.,"O, en moenie dit absoluut opneem nie ... dis waar baie mense hul fout maak ... te veel gis!",0.875
261,'N Klein wit hond klim oor 'n houtstok.,'N Klein hond stap op 'n blok.,0.875
262,"Ek beveel aan dat u en drie vriende wat vroue is, 'n aanlynvaart bespreek, want u sal dit geniet.",Gaan kry 3 van u beste gal -pelle op die lyn en bespreek 'n vaart ... jy sal daarvan hou!,0.875
263,"Skielik het die inmenging verlig, en 'n stem kon bo die geraas gehoor word.","Skielik het die geraas gedaal, en almal het 'n menslike stem gehoor.",0.875
264,"Hy is 'n multi-instrumentalis en speel bas, kitaar, klawerborde en sing.","Hy kan bas, kitaar, klawerborde speel en kan sing.",0.875
265,Die Amerikaanse regering en ander NAVO -lede het geweier om die gewysigde verdrag te bekragtig totdat amptenare in Moskou troepe aan die voormalige Sowjetrepublieke Moldawië en Georgië onttrek het.,Die Verenigde State en ander NAVO -lede het geweier om die gewysigde verdrag te bekragtig totdat Rusland heeltemal aan Moldawië en Georgië onttrek het.,0.875
266,"Desember tot Dismember was 'n professionele stoei -geleentheid wat op 9 Desember 1995 in die ECW Arena in Philadelphia, Pennsylvania, plaasgevind het.",Desember tot Dismember was 'n professionele stoei-byeenkoms wat die eerste keer deur die oorspronklike ekstreme kampioenskapstoei in 1995 gehou is as 'n nie-televisie-superkaart.,0.875
267,Dit het my skielik getref hoe verkeerd dit was.,Ek het skielik gedink hoe sleg dit was.,0.875
268,Dit is egter al gesê.,Maar dit is al gesê.,0.875
269,Hierdie formaat is aan die begin van die 20ste eeu deur Europese sirkusse aangeneem.,Gedurende die grootste deel van die 20ste eeu was dit hoe sirkusse meestal was.,0.875
270,Sedert 2003 het Red Hat die Red Hat Linux -lyn gestaak ten gunste van Red Hat Enterprise Linux vir ondernemingsomgewings.,Red Hat het toe besluit om 'n toekomstige vrystelling van Red Hat Linux te staak en in plaas daarvan die betaalde Red Hat Enterprise Linux begin.,0.875
271,"En noudat jy saam is, is dit net so wonderlik.",Dit is wonderlik dat julle saam is.,0.875
272,"Alhoewel dit teen $ 300 per uur is, kom hulle nie goedkoop nie.","Hulle betaal hulle 300 dollar per uur, dit is nie die goedkoopste nie.",0.875
273,"'N Losskool is wanneer die leerlinge slaap, eet en werk in of naby die skoolterrein.",'N Losskool is 'n skool waar die studente by die skool woon en slaap terwyl hulle na hul klasse gaan.,0.875
274,'N Vrou eet vis by 'n restaurant.,'N Vrou wat 'n groot vis in 'n restaurant eet.,0.875
275,Handskoenkas is die eerste plek waar hulle merk.,Hulle kyk eers in die handskoenkompartement.,0.875
276,"Net so word Katakana gewoonlik gebruik vir landname, buitelandse plekke en persoonlike name.","Katakana word gebruik om woorde te skryf wat uit ander tale geleen is, of om vreemde name en name van lande te skryf.",0.875
277,Dit was iets waaroor ek en my man gepraat het.,Ons het gereeld met my man oor sulke dinge gepraat.,0.875
278,Poetin verklaar dat die Russiese regering heeltemal aan die verdrag kan onttrek as Westerse lande weier om die gewysigde verdrag te bekragtig.,Poetin verklaar dat Rusland die verdrag heeltemal kan weggooi as Westerse lande weier om die gewysigde weergawe te bekragtig.,0.875
279,'N Stutstaaf is ontwerp om hierdie stuttoring flex te verminder deur twee parallelle stuttorings aanmekaar te bind.,'N Stutstaaf of stutstut is om die rol van die liggaam te voorkom deur die bokant van die stuttorings aanmekaar te sit.,0.875
280,'Trayvon kon ek gewees het',Trayvon Martin kon gewees het ...,0.875
281,Ons is nie vervelig nie. Vertrou my.,:) Ons is nie vervelig nie ... vertrou my.,0.875
282,Die Wyngari het 'n voedseltekort aan hul wêreld.,Die Wyngar -wêreld ly aan 'n gebrek aan voedsel.,0.875
283,Perdita is 'n innerlike satelliet van Uranus.,Perdita is 'n nouer maan aan Uranus.,0.875
284,Belinda is 'n innerlike satelliet van die planeet Uranus.,Belinda is 'n nouer maan aan Uranus.,0.875
285,Dit was 'n goeie verhaal.,Ek het gedink dit was 'n goeie verhaal.,0.875
286,Allsvenskan is die hoogste liga in die liga -stelsel van Sweedse sokker.,Allsvenskan is 'n sokkerliga wat die topafdeling in Swede is.,0.875
287,The Buzz on Maggie is die tweede Disney Channel -oorspronklike reeks wat na een seisoen gekanselleer word.,The Buzz on Maggie is 'n televisiereeks van Disney Channel oor 'n vlieg met die naam Maggie.,0.875
288,Dit is net my vriend Brit en ek het hierdie uiters mededingende verhouding.,"Jen, ek het 'n baie mededingende verhouding met my vriend Brit.",0.875
289,"Die film wat ek vroeër gesien het, is aanvanklik stil vreemd, maar toe word dit snaakser in die middel van die middel.",Ek het pas gesien dat die film vandag nogal 'n bietjie weir is as wat dit snaaks raak in die middel van die middel,0.875
290,Ek maak 'n groot persoonlike opoffering om u hierdie inligting te gee.,"Deur u die inligting te gee, neem ek 'n aansienlike persoonlike opoffering.",0.875
291,Mall -aanvallers het 'minder is meer' strategie gebruik,In Kenia het aanvallers 'minder is meer' strategie gebruik,0.875
292,"Aandele sluit 0,39% hoër","Aandele sluit 2,47% hoër",0.875
293,Raadpleeg die riglyne vir aansoekers vir meer inligting.,Verdere besonderhede kan gevind word in die leiding vir die aansoeker.,0.875
294,Die gemors is tussen die twee.,Die gemors is immers tussen die twee.,0.875
295,"Ierland, wat beskryf word as die Republiek van Ierland, is 'n land in die noordweste van Europa.","Die land word soms die Republiek van Ierland genoem, maar Ierland is sy amptelike naam.",0.875
296,Opium is die gedroogde latex verkry uit opium poppies.,Opium is 'n narkotiese hars wat van opium poppies vervaardig word.,0.875
297,Hou haar nek met sagte hande vas en soen haar op die agterkant van haar oor?,"Hou hande vas, snuffel, gee haar soen en omhels haar styf.",0.875
298,Sit die vragmotor 'n bietjie omgekeer.,Rugsteun die vragmotor 'n bietjie.,0.875
299,Mick Thomson is ingebring om die oop posisie op kitaar te vul.,Mick Thomson het toe by die band aangesluit om die nuwe kitaarspeler te wees.,0.875
300,Die polisie daar het gisteraand 'n byna mis met Escanso gehad.,Die polisie het gister die Escansa min gemis.,0.875
301,"Die Instituut vir Voorsieningsbestuur se indeks van nie -vervaardigingsaktiwiteite het in April onverwags opgestyg, lui die berigte.","Die Instituut vir Voorsieningsbestuur het gesê dat die indeks van nie-vervaardigingsaktiwiteite in Maart tot 50,7 gestyg het.",0.875
302,"Ek het hierdie tweede paaiement van die Love At -reeks geniet, miskien 'n bietjie meer as die eerste.",Die tweede boek in die Love At -reeks is baie vermaaklik en soveel pret!,0.875
303,"Goed, wel, hoe voel jy oor die vloot?","Goed, wat is u gevoelens vir die vloot?",0.875
304,Ek het meer hulp nodig.,Hmm ... het meer hulp nodig daar maatjie.,0.875
305,'N Musiekstaander is 'n toestel wat bladmusiek in 'n posisie hou waarmee die kunstenaar dit kan lees terwyl hy optree.,'N Musiekstaander is iets wat musikante kan gebruik om bladmusiek op te sit as hulle optree.,0.875
306,"Die vrou voel bedreig en gaan na die kantoor van die landdros, het die polisie gesê.",Die vrou het berig dat sy bedreig voel en 'n lasbrief vir Stackhouse se inhegtenisneming van die plaaslike landdroskantoor verkry het.,0.875
307,"Hy is 'n stamleier van die LBS, kaptein.","Kaptein, hierdie man is die LBO -stamleier.",0.875
308,Soms kan u te lank hard bly.,Soms sal u tot lank hard bly.,0.875
309,"U vind dit alleen uit, het jy?",Het u dit alles op u eie gevind?,0.875
310,Die volgende name sal in 2010 gebruik word vir genoemde storms wat in die Noord -Atlantiese Oseaan vorm.,Dit is die name wat in die Atlantiese orkaanseisoen in 2010 gebruik kan word.,0.875
311,Bly kalm en dinge moet glad verloop,Bly net kalm daaroor en hopelik sal alles glad verloop.,0.875
312,Lenzburg het 'n totale arbeidsmag van ongeveer 6.000.,"Ongeveer 6,000 mense werk in Lenzburg.",0.875
313,"Daar is geen bloedverhouding nie, so dit is nie asof hy jou bloedbroer is nie.","Wel, daar is geen bloedverhouding nie, so nee, dit is nie soos hy jou bloedbroer is nie",0.875
314,"Judy is Saterdag alleen, laat ons seker maak dat Judy kom.","Judy is Saterdag alleen, ons moet Judy laat kom.",0.875
315,Die bende is algemeen bekend vir sy wedywering met die Crips.,"Hulle is mededingers met die Crips, 'n ander straatbende.",0.875
316,Vanaf 2000 was die bevolking 500.265.,New Castle County het in 2000 500.265 mense gehad.,0.875
317,Dit is wonderlik! Kyk na my vraag.,Dit het gekyk na my vraag,0.875
318,"Dit is dus 'n miljoen, en dit is 'n miljoen, en ek sal 'n sakrekenaar hier kry.","Dit is 'n miljoen, en dit is ook vir 'n presiese berekening om my sakrekenaar uit te neem.",0.875
319,Nog 'n aaklige snaakse verhaal van Molly Harper.,Dit is nog 'n goddelose amusante paranormale romanse deur Molly Harper.,0.875
320,Ek kan nie wag om die volgende boek te lees nie!,Ek kan nie wag om die tweede boek te lees nie !!,0.875
321,Dit is een van my nuwe gunsteling -reeks.,Beslis een van my nuwe gunsteling -reeks!,0.875
322,Die werk bestaan ​​uit 114 woorde.,Daar is 114 woorde in die teks.,0.875
323,"Sodra 'n man ontrou is, sal hulle altyd ontrou wees.","Een keer 'n bedrieër, altyd 'n bedrieër.",0.875
324,Desdemona is 'n innerlike satelliet van Uranus.,Desdemona is 'n nouer maan aan Uranus.,0.875
325,"Hy is 'n wonderlike speler, hoewel ek 'n Lions -aanhanger is en verkies Brett Favre.",Hy is 'n droomspeler ... ek is 'n Lions -aanhanger en OMG gee ons Brett Favre!,0.875
326,Daar word ook in Engels verwys as ryswyn.,Sake word ook 'ryswyn' genoem.,0.875
327,"Wel, u kan 'n paar P2P -sagteware soos Limewire probeer.",Gebruik 'n paar goeie P2P -sagteware soos Warez of Limewire,0.875
328,"Broer, dit is die geluid dat jy ongelooflik is!","Broer, dit is die geluid van jou skommel!",0.875
329,Die baba lag op sy motorsitplek.,'N Baba lag.,0.875
330,As die eerste vraag bevestigend beantwoord word:,As die antwoord op vraag 1 bevestigend is:,0.875
331,"Defibrillasie is die definitiewe behandeling vir die lewensgevaarlike hartaritmieë, ventrikulêre fibrilleren en pulslose ventrikulêre tagikardie.",Defibrillasie is die daad van defibrillerende hart om ventrikulêre fibrilleren of pulslose ventrikulêre tagikardie te probeer behandel.,0.875
332,"Die bevolking was 4,871 tydens die 2000 -sensus.","In 2000 het 4,871 mense daar gewoon.",0.867
333,"Telemarketers wat na 1 Oktober nommers op die lys skakel, kan boetes van tot $ 11.000 per oproep in die gesig staar.","Ingevolge die wet kan telemarketers wat nommers op die lys noem, tot $ 11.000 vir elke oortreding beboet word.",0.867
334,Miskien is dit soortgelyk aan vlieg - jy gooi jouself op die grond en mis.,Miskien is dit soos om te vlieg ... jy gooi jouself op die grond en mis.,0.867
335,Dit het vanuit 'n wettige perspektief die perfekte sin gemaak.,In wettige terme maak dit die perfekte sin.,0.867
336,"Aan die linkerkant, onder die groot vierkante, wens ek jou geluk.","(linkerkant, onder die groot vierkante) *Sterkte *",0.867
337,Ek het dit ook gemis omdat ek gewerk het.,"Ek het gewerk, so ek het dit ook gemis.",0.867
338,"As hy nie daarvolgens reageer nie, gaan voort om iemand anders na te streef.","As hy nie goed reageer nie, so wat, kan jy iemand anders vind",0.867
339,"Ek is baie trots op die burgers van hierdie staat, het goewerneur John Baldacci, 'n casino -vyand, gesê.","Ek is baie trots op die burgers van hierdie staat, ""het goewerneur John Baldacci gesê nadat die stemme van Dinsdae se referendum getel is.",0.867
340,Ek kan u verbeelding die res invul.,En ek sal die res aan u verbeelding oorlaat.,0.8440000000000001
341,Die president van u land gaan binne 24 uur vermoor word.,Binne 24 uur sal hy u president vermoor.,0.8440000000000001
342,"Die basis van joernalistiek 101 wat op die eerste dag geleer word, is ""As dit bloei, lei dit,"" wat ongelukkig waar is.","Joernalistiek 101-Eerste dag as dit bloei, lei dit hartseer, maar waar",0.8440000000000001
343,"Nee, natuurlik nie, maar as u man of vrou u gevang het, is dit so.","Nee natuurlik, maar as jou man/vrou jou gevang het, is dit .. lol",0.8440000000000001
344,Afgesien van mense soos George Bush en Tony Blair wat die vermoë het om die planeet met kernwapens te vernietig.,"Afgesien van mense soos Tony Blair en George Bush Hu, maak die planeet die beste met kernwekretjies ens ...!",0.8440000000000001
345,"Ek moet gaan om my skouerblaaie te laat werk, ons sal binnekort praat.",Nou .......... Ek moet gaan werk aan my skouerblaaie ....... ons sal binnekort praat.,0.8440000000000001
